company_name,company_number,company_status,company_type,company_subtype,dissolution_date,incorporation_date,removed_date,registered_date,nature_of_business,registered_office_address
NOVIONIS LIMITED,17330545,active,ltd,,,2026-07-09,,2026-07-09,[62012, 62020, 62090, 63120],167 - 169 Great Portland Street London England W1W 5PF
KANO SKIN GROUP LTD,17330696,active,ltd,,,2026-07-09,,2026-07-09,[47910],71-75 Shelton Street London United Kingdom WC2H 9JQ
FENER LIMITED,17330697,active,ltd,,,2026-07-09,,2026-07-09,[56103],Unit Da2, 43, Sutherland House London United Kingdom E17 6BU
RNDL SOLUTIONS LTD,17330717,active,ltd,,,2026-07-09,,2026-07-09,[72110],71-75 Shelton Street London United Kingdom WC2H 9JQ
OBSCURATECH RPA LTD,17330715,active,ltd,,,2026-07-09,,2026-07-09,[26512, 62012],124-128 City Road London United Kingdom EC1V 2NX
COLLEGE HILL ONE LTD,17330830,active,ltd,,,2026-07-09,,2026-07-09,[68209],1st Floor Arthur Stanley House London United Kingdom W1T 4RN
AVENUE FREE LTD,17330834,active,ltd,,,2026-07-09,,2026-07-09,[68100],26 Theydon Road London England E5 9NA
MONIQUE'S CONSULTANCY LIMITED,17330875,active,ltd,,,2026-07-09,,2026-07-09,[74909],167-169 Great Portland Street London England W1W 5PF
PILLR SOFTWARE LTD,17330982,active,ltd,,,2026-07-09,,2026-07-09,[62012, 62090, 73110],235 Regents Park Road London United Kingdom N3 3LF
HOUSE OF ANCIENTS LTD,17331022,active,ltd,,,2026-07-09,,2026-07-09,[47770],48a Priory Road London United Kingdom N8 7EX
THE MOVATA GROUP LTD,17331024,active,ltd,,,2026-07-09,,2026-07-09,[78200],66 Paul Street London United Kingdom EC2A 4NA
OAK DATA SYSTEMS LTD,17331020,active,ltd,,,2026-07-09,,2026-07-09,[62020],207 Regent Street London England W1B 3HH
APEX HORIZON HOLDINGS LTD,17331066,active,ltd,,,2026-07-09,,2026-07-09,[47910],Apartment 1, 29b Hindsleys Place London United Kingdom SE23 2NF
LINDEN DAWN LIMITED,17331072,active,ltd,,,2026-07-09,,2026-07-09,[70229],International House London England N1 7SR
MASTER POULET UK LIMITED,17331061,active,ltd,,,2026-07-09,,2026-07-09,[56101],353 Leyton High Road London England E10 5NA
TRANSPORTER LINK LTD,17331151,active,ltd,,,2026-07-09,,2026-07-09,[52290],7 St George’S Square London United Kingdom E7 8HN
SITTER RADAR LTD,17312014,active,ltd,,,2026-07-01,,2026-07-01,[63120],124 City Road London England EC1V 2NX
PACKED OUT TCGS LTD,17315681,active,ltd,,,2026-07-02,,2026-07-02,[47910],Siu Offices. 4-6 Greatorex Street London England E1 5NF
CHOCO CREATIVE DESIGN STUDIO LIMITED,17331440,active,ltd,,,2026-07-10,,2026-07-10,[32120, 74100, 90030],23a Honor Oak Park London England SE23 1DZ
92 CH LIMITED,17331434,active,ltd,,,2026-07-10,,2026-07-10,[82990],92 Carlton Hill London England NW8 0ER
SALS MINI MARKET LTD,17331577,active,ltd,,,2026-07-10,,2026-07-10,[47110],309 Plumstead High Street London England SE18 1JX
PRICE BEAT TRAVEL LIMITED,17331584,active,ltd,,,2026-07-10,,2026-07-10,[79110],1 Kings Avenue Winchmore Hill United Kingdom N21 3NA
AMULET STUDIO LIMITED,17331649,active,ltd,,,2026-07-10,,2026-07-10,[70229, 73110],66 Paul Street London England EC2A 4NA
MAXIMUS SALES CONSULTANCY LTD,17331650,active,ltd,,,2026-07-10,,2026-07-10,[70229],71-75 Shelton Street London United Kingdom WC2H 9JQ
THRESHOLD CLEANING LTD,17331819,active,ltd,,,2026-07-10,,2026-07-10,[81299],66 Paul Street London United Kingdom EC2A 4NA
PROPERTIESFIRST LIMITED,17331896,active,ltd,,,2026-07-10,,2026-07-10,[82990],71-75 Shelton Street London United Kingdom WC2H 9JQ
STANDARD LIFE NEWCO 2 LIMITED,17331893,active,ltd,,,2026-07-10,,2026-07-10,[66190],20 Old Bailey London England EC4M 7AN
ROKANA FIGHTWEAR LIMITED,17331900,active,ltd,,,2026-07-10,,2026-07-10,[47190],167-169 Great Portland Street London England W1W 5PF
DNM ESTATES HOLDINGS LIMITED,17332130,active,ltd,,,2026-07-10,,2026-07-10,[68209],C/O Getground London England W6 0NB
BALLMER PEAK MEDIA LTD,17332131,active,ltd,,,2026-07-10,,2026-07-10,[63990],71-75 Shelton Street London United Kingdom WC2H 9JQ
MEWLO GLOBAL LTD,17332135,active,ltd,,,2026-07-10,,2026-07-10,[47910],128 City Road London United Kingdom EC1V 2NX
SANDBLASTING LANCASHIRE LTD,17332142,active,ltd,,,2026-07-10,,2026-07-10,[25110],66 Paul Street London United Kingdom EC2A 4NA
ZOM SPORTS MANAGEMENT LTD,17332126,active,ltd,,,2026-07-10,,2026-07-10,[74909, 93199],71-75 Shelton Street London United Kingdom WC2H 9JQ
SLEEP SANCTUARY LTD,17332150,active,ltd,,,2026-07-10,,2026-07-10,[59200],5th Floor, 167-169 Great Portland Street London England W1W 5PF
YEDI CEKET LTD,17332140,active,ltd,,,2026-07-10,,2026-07-10,[47910],Suite 11027 5 Brayford Square London United Kingdom E1 0SG
TAILORED SOCIAL LTD,17332294,active,ltd,,,2026-07-10,,2026-07-10,[73110],131 Howard Road London United Kingdom E17 4SG
SOUND AND STILLNESS LTD,17332293,active,ltd,,,2026-07-10,,2026-07-10,[59200],5th Floor, 167-169 Great Portland Street London England W1W 5PF
KAS INTERNATIONAL LTD,17332296,active,ltd,,,2026-07-10,,2026-07-10,[78109],71-75 Shelton Street London United Kingdom WC2H 9JQ
ZA GROUP SERVICES LIMITED,17332285,active,ltd,,,2026-07-10,,2026-07-10,[56103],11 Old Bond Street London England W1S 4PN
CAPAX RM SOLUTIONS LIMITED,17332434,active,ltd,,,2026-07-10,,2026-07-10,[78109],Fox Court London England WC1X 8HN
HOFAMILY LTD,17332463,active,ltd,,,2026-07-10,,2026-07-10,[68209],C/O Getground London England W6 0NB
PALETTE STUDIO LTD,17332841,active,ltd,,,2026-07-10,,2026-07-10,[47910],Apartment 28, 32 Wells Terrace London United Kingdom N4 3FP
PLAYHOUSE AESTHETICS LIMITED,17332994,active,ltd,,,2026-07-10,,2026-07-10,[96020],203a Freemasons Road London England E16 3PG
STAFFORD GENERAL STORE LTD,17333191,active,ltd,,,2026-07-10,,2026-07-10,[47620],71-75 Shelton Street London United Kingdom WC2H 9JQ
VORTEX HARMAIN TRAVELS LIMITED,17333196,active,ltd,,,2026-07-10,,2026-07-10,[79110],Flat 5 Heath Court London England E11 1SA
MORGAN FITNESS LTD,17333193,active,ltd,,,2026-07-10,,2026-07-10,[93130],71-75 Shelton Street London United Kingdom WC2H 9JQ
TS PLOT 3 LIMITED,17333300,active,ltd,,,2026-07-10,,2026-07-10,[68100],72 Great Suffolk Street London England SE1 0BL
UNITED80 LTD,17333282,active,ltd,,,2026-07-10,,2026-07-10,[47710, 47781, 47910],66 Paul Street London United Kingdom EC2A 4NA
TBS NETWORKING UK LTD,17333275,active,ltd,,,2026-07-10,,2026-07-10,[94110],Unit 4, The Old Carpenters Workshop Handcross United Kingdom RH17 6HB
CAPITAL PRO GROUP LTD,17333332,active,ltd,,,2026-07-10,,2026-07-10,[85510, 93120, 93199],66 Paul Street London United Kingdom EC2A 4NA
SHUTTLE21 LTD,17333323,active,ltd,,,2026-07-10,,2026-07-10,[85590],66 Paul Street London United Kingdom EC2A 4NA
SLS PROPERTY RENOVATIONS LIMITED,17333422,active,ltd,,,2026-07-10,,2026-07-10,[41202],2nd Floor College House Ruislip, United Kingdom HA4 7AE
OBITER RESEARCH LIMITED,17333423,active,ltd,,,2026-07-10,,2026-07-10,[62012, 72190],71-75 Shelton Street London United Kingdom WC2H 9JQ
HARTWELL HEALTH CONNECT LTD,17333457,active,ltd,,,2026-07-10,,2026-07-10,[52290, 53202],71-75 Shelton Street London United Kingdom WC2H 9JQ
PADRIX GLOBAL LTD,17333550,active,ltd,,,2026-07-10,,2026-07-10,[46180],124-128 City Road London United Kingdom EC1V 2NX
PRIMESTAR BUILDING SERVICES LTD,17333685,active,ltd,,,2026-07-10,,2026-07-10,[43110, 43120, 81210],61 Malvern Road London England NW6 5PU
NGMHRCONSULTANCY LTD,17333760,active,ltd,,,2026-07-11,,2026-07-11,[74909],66 Paul Street London United Kingdom EC2A 4NA
HUTH INVESTMENTS LIMITED,17333849,active,ltd,,,2026-07-11,,2026-07-11,[64304],124-128 City Road London England EC1V 2NX
W1 BUILDERS GROUP LTD,17333955,active,ltd,,,2026-07-11,,2026-07-11,[41202, 43341, 43390],Flat 5 Worsley House London England SE23 3YW
EVERYSTRAND ELECTROLYSIS LTD,17334005,active,ltd,,,2026-07-11,,2026-07-11,[47990, 85590, 86900, 96020],Flat 24 Matcham Court London England N8 7FQ
ASPORA LONDON INVESTMENT LTD,17334009,active,ltd,,,2026-07-11,,2026-07-11,[68209],427 Green Lanes London England N4 1EY
OPODO PACKAGES LTD,17334001,active,ltd,,,2026-07-11,,2026-07-11,[79110],19 Dering Street London England W1S 1AH
VALNUR LTD,17334066,active,ltd,,,2026-07-11,,2026-07-11,[47750, 47910],66 Paul Street London United Kingdom EC2A 4NA
BAS PROPERTY LTD,17334108,active,ltd,,,2026-07-12,,2026-07-12,[74902],11 Jackson Road London United Kingdom N7 6ES
REPLI HEALTH LIMITED,17334228,active,ltd,,,2026-07-12,,2026-07-12,[62012, 62090, 63120],167-169 Great Portland Street London England W1W 5PF
NOETICO LTD,17334227,active,ltd,,,2026-07-12,,2026-07-12,[62012, 62090],167-169 Great Portland Street London England W1W 5PF
INSCAPE INSTRUMENTS LTD,17334221,active,ltd,,,2026-07-12,,2026-07-12,[62012],71-75 Shelton Street London United Kingdom WC2H 9JQ
ANKH & HAVEN LTD,17334256,active,ltd,,,2026-07-12,,2026-07-12,[55100, 68209, 68320],71-75 Shelton Street London United Kingdom WC2H 9JQ
SETTLEX TECHNOLOGIES LTD,17334255,active,ltd,,,2026-07-12,,2026-07-12,[62090],167-169 Great Portland Street London England W1W 5PF
THE SIGNATURE COLLECTION BY B&K LTD,17334320,active,ltd,,,2026-07-12,,2026-07-12,[55100],6 Carpenters Place London England SW4 7TD
MLT CONSULTANCY LIMITED,17334316,active,ltd,,,2026-07-12,,2026-07-12,[96090],Flat 51 Octavia House London England W10 5AE
MERON TESFALEM LTD,17334317,active,ltd,,,2026-07-12,,2026-07-12,[68100],64 North Circular Road London United Kingdom NW10 0QS
262 STUDIOS LIMITED,17334382,active,ltd,,,2026-07-12,,2026-07-12,[73110, 82990, 96090],167-169 Great Portland Street London England W1W 5PF
GO ARRANGE LTD,17334397,active,ltd,,,2026-07-12,,2026-07-12,[81210, 81222, 81299],Flat 9 Drayton House London England E11 4AS
RAIMA WELLNESS LIMITED,17334447,active,ltd,,,2026-07-12,,2026-07-12,[68209, 96020],66 Paul Street London United Kingdom EC2A 4NA
DEEN & DUNYA LTD,17334446,active,ltd,,,2026-07-12,,2026-07-12,[90010, 90020],69 Cambridge Road London England NW6 5AG
MOVEMENTS CONSULTANCY LTD,17323342,active,ltd,,,2026-07-06,,2026-07-06,[69109, 70229],107 Cheapside London United Kingdom EC2V 6DN
MUTE COMMERCIAL UK LTD,17334576,active,ltd,,,2026-07-13,,2026-07-13,[46650],Ealing Cross 85 Uxbridge Road United Kingdom W5 5TH
WEARVISTA LIMITED,17334581,active,ltd,,,2026-07-13,,2026-07-13,[47910],Office 19265 182-184 High Street North London United Kingdom E6 2JA
THEPOS LTD,17334566,active,ltd,,,2026-07-13,,2026-07-13,[63990],20 Wenlock Road London England N1 7GU
SHM COMMERCE LIMITED,17334578,active,ltd,,,2026-07-13,,2026-07-13,[47910],Suite 11025 5 Brayford Square London United Kingdom E1 0SG
DATA CREATES VALUE LTD,17334571,active,ltd,,,2026-07-13,,2026-07-13,[62012, 62020, 63110],128 City Road London United Kingdom EC1V 2NX
KAYAN LUXE STAYS LTD,17334682,active,ltd,,,2026-07-13,,2026-07-13,[68209],42-44 Bishopsgate London United Kingdom EC2N 4AH
FC COLLECTIVE LTD,17334691,active,ltd,,,2026-07-13,,2026-07-13,[70210, 73110, 74209],20 Wenlock Road London England N1 7GU
ECNOVA LTD,17334695,active,ltd,,,2026-07-13,,2026-07-13,[47910],Office 19998 182-184 High Street North London United Kingdom E6 2JA
WOODBRIDGE BM LTD,17334697,active,ltd,,,2026-07-13,,2026-07-13,[68320],237 Regents Park Road London England N3 3LF
VEXRISE LTD,17334675,active,ltd,,,2026-07-13,,2026-07-13,[62020],65 London Wall London United Kingdom EC2M 5TU
JEMC GROWTH PARTNERS LTD,17334960,active,ltd,,,2026-07-13,,2026-07-13,[47990],20 Wenlock Road London England N1 7GU
CALDER&IRELAND ADVISORY LTD,17334961,active,ltd,,,2026-07-13,,2026-07-13,[70229],2 Grove Park Terrace London England W4 3QG
JAWY TRAVEL AND TRADE LTD,17335095,active,ltd,,,2026-07-13,,2026-07-13,[63120, 79110, 79120, 79909],2nd Floor College House Ruislip, United Kingdom HA4 7AE
VENTA CORE LIMITED,17335119,active,ltd,,,2026-07-13,,2026-07-13,[73110],2-20 Western Road London England NW10 7LW
LAILA LTD,17335113,active,ltd,,,2026-07-13,,2026-07-13,[47910],4th Floor Office London England W1B 4HB
QUADRA TAX ADVISORY LIMITED,17335106,active,ltd,,,2026-07-13,,2026-07-13,[99999],Flat 25 Mermaid Court London England SE16 5UB
WILLIAMS ART ADVISORY LTD,17335224,active,ltd,,,2026-07-13,,2026-07-13,[47789],14 Anton Street London England E8 2AD
VISHWAS EDUCATION & CONSULTING LTD,17335208,active,ltd,,,2026-07-13,,2026-07-13,[62020, 62090, 85590],128 City Road London United Kingdom EC1V 2NX
KERVOX LTD,17335207,active,ltd,,,2026-07-13,,2026-07-13,[10710, 46900, 62012, 71129],71-75 Shelton Street London United Kingdom WC2H 9JQ
LUCKY NARLA & CO. LTD,17335298,active,ltd,,,2026-07-13,,2026-07-13,[47910],2nd Floor College House Ruislip, United Kingdom HA4 7AE
TM TECHNOLOGIES LTD,17335275,active,ltd,,,2026-07-13,,2026-07-13,[62020],20 Wenlock Road London England N1 7GU
INSITE IQ LTD,17335358,active,ltd,,,2026-07-13,,2026-07-13,[68320],66 Paul Street London United Kingdom EC2A 4NA
STOKEM PROPERTIES LTD,17335369,active,ltd,,,2026-07-13,,2026-07-13,[68209],12 Fairholt Close London England N16 5EL
DUHAN34 LTD,17335373,active,ltd,,,2026-07-13,,2026-07-13,[56103],276 Chase Road Suite 7-0438 Lonsto House London United Kingdom N14 6HA
MATERIAL GLOBAL LTD,17335343,active,ltd,,,2026-07-13,,2026-07-13,[68310],25 Scrutton Close London United Kingdom SW12 0AW
ROVXAR LIMITED,17335387,active,ltd,,,2026-07-13,,2026-07-13,[47910],Office 19988 182-184 High Street North London United Kingdom E6 2JA
MEDCO PLUS WELLNESS LTD,17335517,active,ltd,,,2026-07-13,,2026-07-13,[86900],66 Paul Street London United Kingdom EC2A 4NA
JUST JENIUS LTD,17335525,active,ltd,,,2026-07-13,,2026-07-13,[47910, 74100],167-169 Great Portland Street London England W1W 5PF
NS CARDIOPTICS LTD,17335533,active,ltd,,,2026-07-13,,2026-07-13,[86210],Gill & Co London England NW9 8SL
SAINT PEP MIDCO LIMITED,17335501,active,ltd,,,2026-07-13,,2026-07-13,[64209],72 Welbeck Street London United Kingdom W1G 0AY
KNOWLEDGE TUTORS LTD,17335519,active,ltd,,,2026-07-13,,2026-07-13,[85600],720a Romford Road London United Kingdom E12 6BT
A4 EXPRESS LTD,17335520,active,ltd,,,2026-07-13,,2026-07-13,[49410, 52103, 52290],6 Little Ilford Lane London England E12 5PW
NF (LONDON) PROPERTIES LIMITED,17335795,active,ltd,,,2026-07-13,,2026-07-13,[68100],80a Ashfield Street London England E1 2BJ
BLUEWAVE WASTE LTD,17335793,active,ltd,,,2026-07-13,,2026-07-13,[38110],138 Kyverdale Road London England N16 6PU
A2Z APEX LTD,17336103,active,ltd,,,2026-07-13,,2026-07-13,[41201, 41202],128 City Road London United Kingdom EC1V 2NX
RSL COSY LIVING LTD,17336117,active,ltd,,,2026-07-13,,2026-07-13,[55900, 68100, 68209, 68320],66 Paul Street London United Kingdom EC2A 4NA
BLISSFIX PLUMBING AND HEATING LTD,17336093,active,ltd,,,2026-07-13,,2026-07-13,[43220],6 Reed Place London England SW4 7LF
WESTMOORE YACHT MANAGEMENT LIMITED,17336106,active,ltd,,,2026-07-13,,2026-07-13,[70229],15 Hanover Square London England W1S 1HS
HOUSE OF DISTRIBUTORS LTD,17336100,active,ltd,,,2026-07-13,,2026-07-13,[47910],71-75 Shelton Street London United Kingdom WC2H 9JQ
MIKAEL MARTIN KROGH LTD,17336123,active,ltd,,,2026-07-13,,2026-07-13,[69203],128 City Road London United Kingdom EC1V 2NX
VIRALOCA LTD,17336293,active,ltd,,,2026-07-13,,2026-07-13,[62012],66 Paul Street London United Kingdom EC2A 4NA
AJAY LIMITED,17336298,active,ltd,,,2026-07-13,,2026-07-13,[68209],12 Green Street London England E7 8BZ
247 ROOFING CONTRACTORS LTD,17336295,active,ltd,,,2026-07-13,,2026-07-13,[43910],66 Paul Street London United Kingdom EC2A 4NA
ABOHAR BADSHAH LIMITED,17336278,active,ltd,,,2026-07-13,,2026-07-13,[68209],12 Green Street London England E7 8BZ
FIORIDEVMNT LTD,17336456,active,ltd,,,2026-07-13,,2026-07-13,[62012],8 Clarence Place London England E5 8HN
YICHANG LTD,17336483,active,ltd,,,2026-07-13,,2026-07-13,[46420, 46520, 46900],Office 20104, 182-184 High Street North, East Ham London England E6 2JA
WHATEVFOU LTD,17336609,active,ltd,,,2026-07-13,,2026-07-13,[47910],Unit 838 Ground Floor Capital House London United Kingdom E8 1LL
LINSPHERE DIGITAL LTD,17336608,active,ltd,,,2026-07-13,,2026-07-13,[62012, 62020],71-75 Shelton Street London United Kingdom WC2H 9JQ
BANA LABS LIMITED,17336790,active,ltd,,,2026-07-13,,2026-07-13,[62012],71-75 Shelton Street London United Kingdom WC2H 9JQ
TODASHOD LTD,17336814,active,ltd,,,2026-07-13,,2026-07-13,[47910],Unit 839 Ground Floor Capital House London United Kingdom E8 1LL
PK SHOWS LIMITED,17336894,active,ltd,,,2026-07-13,,2026-07-13,[90020],124 Finchley Road London United Kingdom NW3 5JS
APEX VISTA DRONE SERVICE LTD,17336902,active,ltd,,,2026-07-13,,2026-07-13,[59112],66 Paul Street London United Kingdom EC2A 4NA
VIGNETTE GATE LTD,17336896,active,ltd,,,2026-07-13,,2026-07-13,[62020, 63110, 63120, 63990],71-75 Shelton Street London United Kingdom WC2H 9JQ
VAST MEDIA LTD,17337066,active,ltd,,,2026-07-13,,2026-07-13,[73110],144a Brent Street London United Kingdom NW4 2DR
EXPIAN AI LIMITED,17337054,active,ltd,,,2026-07-13,,2026-07-13,[62090],Spaces Mappin House London England W1W 8HF
ST JAMES MOBILES LTD,17337024,active,ltd,,,2026-07-13,,2026-07-13,[47421],20 Wenlock Road London England N1 7GU
DOING BITS LIMITED,17337078,active,ltd,,,2026-07-13,,2026-07-13,[62012],313 Murchison Road London United Kingdom E10 6LT
J.JEREZ LTD,17337182,active,ltd,,,2026-07-13,,2026-07-13,[96020],Ground Floor Flat, 76 London United Kingdom SW8 1AX
BIN SULTAN GROUP LTD,17337185,active,ltd,,,2026-07-13,,2026-07-13,[47910, 47990],Office 20105 182-184 High Street North London United Kingdom E6 2JA
VALEGRO CONNECT LTD,17337188,active,ltd,,,2026-07-13,,2026-07-13,[82990],124 City  Road London United Kingdom EC1V 2NX
DOAB HOSPITALITY LTD,17337154,active,ltd,,,2026-07-13,,2026-07-13,[56290],2 Erlesmere Gardens London England W13 9TY
BLACK LEGACY TRADE LTD,17337334,active,ltd,,,2026-07-13,,2026-07-13,[47910],4 Raven Road, Unit 1c3-1214 London United Kingdom E18 1HB
PANCHOLA AND SONS LTD,17337332,active,ltd,,,2026-07-13,,2026-07-13,[56302],99 London Road Leicester England LE2 5DP
ZENITH OPERATIONS TECH LTD,17337342,active,ltd,,,2026-07-13,,2026-07-13,[58290],Office 1612 60 Tottenham Court Road London United Kingdom W1T 2EW
AI MOYA TECH LTD,17337343,active,ltd,,,2026-07-13,,2026-07-13,[47910],Office 19035 182-184 High Street North London United Kingdom E6 2JA
AUSCH LTD,17337323,active,ltd,,,2026-07-13,,2026-07-13,[68100],66 Holmleigh Road London England N16 5PY
BELLESMM LIMITED,17337317,active,ltd,,,2026-07-13,,2026-07-13,[58210],66 Paul Street London United Kingdom EC2A 4NA
THE AQL LAB LTD,17337410,active,ltd,,,2026-07-13,,2026-07-13,[85520, 85590, 85600],24 Douglas Avenue London United Kingdom E17 5BW
LUMAQODE LTD,17337407,active,ltd,,,2026-07-13,,2026-07-13,[47910, 58290, 62012],128 City Road London United Kingdom EC1V 2NX
MEMORYHEAD LIMITED,17337470,active,ltd,,,2026-07-13,,2026-07-13,[90010],2nd Floor, Northumberland House London England WC1V 7JZ
VGSG LIMITED,17337478,active,ltd,,,2026-07-13,,2026-07-13,[58290, 63110, 63120],71-75 Shelton Street London United Kingdom WC2H 9JQ
VELDYX DEV LTD,17337548,active,ltd,,,2026-07-13,,2026-07-13,[62012, 62020, 63110],2nd Floor College House Ruislip, United Kingdom HA4 7AE
LANGLEY PROPERTY SERVICES LTD,17337549,active,ltd,,,2026-07-13,,2026-07-13,[43999],11 Langley Drive London United Kingdom E11 2LN
CAPORIGIN LIMITED,17337618,active,ltd,,,2026-07-13,,2026-07-13,[70229],128 City Road London England EC1V 2NX
AYVAKAM LTD,17337840,active,ltd,,,2026-07-14,,2026-07-14,[62012],Suite Ra01 195-197 Wood Street London United Kingdom E17 3NU
SAFAMI LOGISTICS LTD,17337931,active,ltd,,,2026-07-14,,2026-07-14,[53201],71-75 Shelton Street London United Kingdom WC2H 9JQ
GB PROJECTS WORKS AND SERVICES LTD,17338018,active,ltd,,,2026-07-14,,2026-07-14,[41202, 43390, 43999],4 Caroline Terrace London United Kingdom SE7 7JY
LIPCO GOC LIMITED,17338109,active,ltd,,,2026-07-14,,2026-07-14,[68100],Unit 8-9 Edge Business Centre London England NW2 6EW
REBELIOR.INC LTD,17338201,active,ltd,,,2026-07-14,,2026-07-14,[47260],C/O Quastels Llp London United Kingdom W1U 8EW
EVENTS AND TRAVEL LONDON LTD,17338279,active,ltd,,,2026-07-14,,2026-07-14,[82301],66 Paul Street London United Kingdom EC2A 4NA
HERITAGE RESEARCH LIMITED,17338262,active,ltd,,,2026-07-14,,2026-07-14,[82990],Third Floor 12 Gough Square London England EC4A 3DW
KELVIN TECHNOLOGIES LTD,17338271,active,ltd,,,2026-07-14,,2026-07-14,[47190, 47910, 47990, 86900],66 Paul Street London England EC2A 4NA
FF ACCOUNTANTS LTD,17338284,active,ltd,,,2026-07-14,,2026-07-14,[69201, 69202],128b Haverstock Hill London England NW3 2AY
TUCU'S UK LIMITED,17338454,active,ltd,,,2026-07-14,,2026-07-14,[10840],44 Charleville Road London England W14 9JH
G&R OPERATIONS LTD,17338535,active,ltd,,,2026-07-14,,2026-07-14,[56103, 68209],71-75 Shelton Street London England WC2H 9JQ
TRIUM LABS LIMITED,17338539,active,ltd,,,2026-07-14,,2026-07-14,[62012],167-169 Great Portland Street London England W1W 5PF
ANZAL.CLOTHING LIMITED,17338538,active,ltd,,,2026-07-14,,2026-07-14,[47710],37-39 St. John's Road London England SW11 1QN
FINWIDE UK LTD,17338548,active,ltd,,,2026-07-14,,2026-07-14,[64999],5-10 Bolton St London United Kingdom W1J 8BA
QUAD G LIMITED,17338532,active,ltd,,,2026-07-14,,2026-07-14,[64999],31 Heath Drive London England NW3 7SB
WILDFORGE STUDIOS LTD,17338528,active,ltd,,,2026-07-14,,2026-07-14,[62012, 62090, 74209],20 Wenlock Road London England N1 7GU
KLEPNER LTD,17338600,active,ltd,,,2026-07-14,,2026-07-14,[68100, 68209, 68320],68 Gladesmore Road London England N15 6TD
APEX SU CONSTRUCTION LIMITED,17338584,active,ltd,,,2026-07-14,,2026-07-14,[41201, 41202, 46190, 70229],105 Thornsbeach Road London England SE6 1EY
OCTOMORPH GROUP LIMITED,17338703,active,ltd,,,2026-07-14,,2026-07-14,[62012],Monomark House London England WC1N 3AX
VANTERO GROUP LTD,17338697,active,ltd,,,2026-07-14,,2026-07-14,[49410],124 City Road London United Kingdom EC1V 2NX
KEW VAPES LTD,17338743,active,ltd,,,2026-07-14,,2026-07-14,[47190],557 Chiswick High Road London England W4 3AY
COLEFORD BWM ONE LTD,17338957,active,ltd,,,2026-07-14,,2026-07-14,[68100],17 Hanover Square London England W1S 1BN
LOCK AB1 BIDCO LIMITED,17338947,active,ltd,,,2026-07-14,,2026-07-14,[64209],47 Queen Anne Street London England W1G 9JG
KTRCONSTRUCTIONS LTD,17339019,active,ltd,,,2026-07-14,,2026-07-14,[41201, 42990],19 High Street North London England E6 1HS
FUTURE APPLICATIONS LTD,17339024,active,ltd,,,2026-07-14,,2026-07-14,[62090],128 City Road London United Kingdom EC1V 2NX
17 SELWYN FREEHOLD LIMITED,17339103,active,ltd,,,2026-07-14,,2026-07-14,[68209],128 City Road London United Kingdom EC1V 2NX
TWIN BUILD INVESTMENTS LTD,17339097,active,ltd,,,2026-07-14,,2026-07-14,[68209],167-169 Great Portland Street London United Kingdom W1W 5PF
HAFSA PROPERTIES LTD,17339095,active,ltd,,,2026-07-14,,2026-07-14,[68100, 68209],71-75 Shelton Street London United Kingdom WC2H 9JQ
QUANTORA LKK LTD,17316753,active,ltd,,,2026-07-03,,2026-07-03,[47910, 62020, 62090, 73110],566 Chiswick High Road London England W4 5YA
IFE AYENI CREATIVE LIMITED,17339108,active,ltd,,,2026-07-14,,2026-07-14,[73120],71-75 Shelton Street London United Kingdom WC2H 9JQ
CORECONNECT TECH LTD,17339196,active,ltd,,,2026-07-14,,2026-07-14,[46520],Flat 13 Oakman House London England SW19 6EP
VAL GROUP LTD,17339307,active,ltd,,,2026-07-14,,2026-07-14,[64203, 64204, 64209, 68320],128 City Road London United Kingdom EC1V 2NX
ARDEN GAIDO DESIGN & BUILD LTD,17339306,active,ltd,,,2026-07-14,,2026-07-14,[41202, 43320, 43330, 43341],246 Dover House Road London England SW15 5DA
GMC CLOTHING LIMITED,17339420,active,ltd,,,2026-07-14,,2026-07-14,[47890],304-306 Hackney Road London England E2 7SJ
CHRIS POLL TRANSLATIONAL SCIENCE LTD,17339424,active,ltd,,,2026-07-14,,2026-07-14,[72110],66 Paul Street London United Kingdom EC2A 4NA
PROAURUM GROUP LTD,17339419,active,ltd,,,2026-07-14,,2026-07-14,[64209, 70229],128 City Road London United Kingdom EC1V 2NX
EM & ME LTD,17339438,active,ltd,,,2026-07-14,,2026-07-14,[68100, 68209, 68320],187a Hertford Road London England N9 7EP
ALLCLEANING LUXURIJ&J LTD,17339431,active,ltd,,,2026-07-14,,2026-07-14,[81210, 81299],159 Dudden Hill Lane London England NW10 1AU
YUZHENORLIA LTD,17339536,active,ltd,,,2026-07-14,,2026-07-14,[47910],Unit290 Second Floor Capital House 61 Amhurst Road, London United Kingdom E8 1LL
PRODUCT PROPERTY LIMITED,17339552,active,ltd,,,2026-07-14,,2026-07-14,[68100],Unit 1 Bowman Trading Estate London England NW9 9RL
WILD-BEGINNINGS LIMITED,17341408,active,ltd,,,2026-07-15,,2026-07-15,[88910],Flat 9 Orchard Court London England SW13 0NA
ZYRONEX GLOBAL LTD,17341395,active,ltd,,,2026-07-15,,2026-07-15,[62012, 62090],1 Blackwell Close London England E5 0TA
ATAKAN SUPERMARKET LIMITED,17341443,active,ltd,,,2026-07-15,,2026-07-15,[47110],315-321 West Green Road London England N15 3PA
