company_name,company_number,company_status,company_type,company_subtype,dissolution_date,incorporation_date,removed_date,registered_date,nature_of_business,registered_office_address,website,email,match_confidence
ADDFLUENCE LTD,16241494,active,ltd,,,2025-02-10,,2025-02-10,[73110],215a Cuffley Place Sopers Road Potters Bar England EN6 4RY,https://addfluence.co.uk,enquiries@addfluence.com,Likely
ODOHERTYJ PROPERTY MAINTENANCE LTD,16462589,active,ltd,,,2025-05-20,,2025-05-20,[43310, 43330, 43341],Staddle Barn Manor Farm Barley United Kingdom SG8 8JW,http://www.odohertyj.com,,Confirmed
GAVLL PROPERTIES LTD,16383167,active,ltd,,,2025-04-11,,2025-04-11,[68100, 68209],1st Floor 2 Station Close Potters Bar England EN6 1TL,,,
N W LONDON PROPERTY MAINTENANCE LIMITED,16264582,active,ltd,,,2025-02-19,,2025-02-19,[41202],207 Crescent Road Hertfordshire United Kingdom EN4 8SB,,,
NICE-AV LTD,16174933,active,ltd,,,2025-01-10,,2025-01-10,[62020],Brickdale House, Flat 21 Stevenage United Kingdom SG1 1AS,,,
DR SRIHARSHA YATHAM LTD,16111000,active,ltd,,,2024-12-01,,2024-12-01,[86210],18-20 High Street Stevenage United Kingdom SG1 3EJ,,,
FOCUS HEALTHCARE CONSULTING LTD,16393717,active,ltd,,,2025-04-17,,2025-04-17,[99999],7-8 Portmill Lane Hitchin England SG5 1DJ,,,
MDLH CONSULTING LIMITED,16211006,active,ltd,,,2025-01-27,,2025-01-27,[74909],Suite 13 Leavesden Park 5 Hercules Way Watford United Kingdom WD25 7GS,,,
STRETCHED MARQUEES LTD,16272055,active,ltd,,,2025-02-24,,2025-02-24,[77210],Building 15 Gateway 1000 Stevenage United Kingdom SG1 2FP,,,
P DIDDY BLACK EXCELLENCE LIMITED,16477623,active,ltd,,,2025-05-27,,2025-05-27,[47810],Unit 1 The Cam Centre Hitchin England SG4 0TW,,,
ROBERT GEORGE GROUP LTD,16495930,active,ltd,,,2025-06-04,,2025-06-04,[64209],Unit 4 Millfield, Woodshots Meadow Watford England WD18 8YX,,,
TGL GROUP HOLDINGS LIMITED,16312960,active,ltd,,,2025-03-13,,2025-03-13,[64209],Beadle House Bull Plain Hertford United Kingdom SG14 1DT,,,
THE COURTYARD SUITES LTD,16147080,active,ltd,,,2024-12-20,,2024-12-20,[56210],The Courtyard Hertfordshire Stotfold England SG5 4AZ,,,
MERRYFIELDS SUN STREET LIMITED,16516363,active,ltd,,,2025-06-13,,2025-06-13,[68100, 68209],7-8 Portmill Lane Hitchin England SG5 1DJ,,,
BALSON PROPERTY LTD,16261474,active,ltd,,,2025-02-19,,2025-02-19,[68100, 68209],14a Meadway Court Stevenage England SG1 2EF,,,
SMUDGE HOLDINGS LTD,16448364,active,ltd,,,2025-05-13,,2025-05-13,[64209],C/O Gardian Accounting Ltd 4 Imperial Place Borehamwood United Kingdom WD6 1JN,,,
SMUDGE ENGINEERING LTD,16530983,active,ltd,,,2025-06-20,,2025-06-20,[71129],C/O Gardian Accounting Ltd 4 Imperial Place Borehamwood United Kingdom WD6 1JN,,,
AMSSAA LTD,16401799,active,ltd,,,2025-04-23,,2025-04-23,[82990, 85600],Wren House St Albans United Kingdom AL1 1NG,,,
SALON AI LTD,16389044,active,ltd,,,2025-04-15,,2025-04-15,[58290, 62012, 62020, 62090],10 Castle Street Berkhamsted England HP4 2BQ,,,
EC LEATHERHEAD LIMITED,16522176,active,ltd,,,2025-06-17,,2025-06-17,[56102],Broad House Old Hatfield England AL9 5BG,,,
ACCIA LIMITED,16146952,active,ltd,,,2024-12-20,,2024-12-20,[96090],Building 18 Gateway 1000, Whittle Way Stevenage England SG1 2FP,,,
BMA CARPENTRY & JOINERY LTD,16219316,active,ltd,,,2025-01-30,,2025-01-30,[43320],Wellington House London Colney United Kingdom AL2 1HA,,,
HBF VENTURES LTD,16338959,active,ltd,,,2025-03-24,,2025-03-24,[56302],2 High Street St. Albans England AL3 8BS,,,
ARC OF JOAN LIMITED,16561977,active,ltd,,,2025-07-05,,2025-07-05,[74100],The Kinetic Centre Borehamwood England WD6 4PJ,,,
ELTHORNE PLACE MANAGEMENT LTD,16472488,active,ltd,,,2025-05-23,,2025-05-23,[68100, 68209, 68320],Sas House Friarswood Kings Langley United Kingdom WD4 9JB,,,
ELTHORNE PLACE FREEHOLD LTD,16472512,active,ltd,,,2025-05-23,,2025-05-23,[68100, 68209, 68320],Sas House Friarswood Kings Langley United Kingdom WD4 9JB,,,
THE JOYFUL SPROUT LTD,16491938,active,ltd,,,2025-06-03,,2025-06-03,[56102],4 Grenville Avenue Broxbourne England EN10 7DH,,,
EARTH & ESSENCE WELLNESS LIMITED,16437135,active,ltd,,,2025-05-08,,2025-05-08,[86900],Wise House Potters Bar United Kingdom EN6 2BD,,,
LITTLEBERRY COURT LTD,16404934,active,ltd,,,2025-04-24,,2025-04-24,[68100],Brackenwood House, 2 Barnet England EN4 0NB,,,
CODEBRIDGE CONSULTING LTD,16372155,active,ltd,,,2025-04-08,,2025-04-08,[78109],11 Ducketts Wharf South Street Bishop's Stortford England CM23 3AR,,,
NUMBER ONE ACCOUNTING LTD,16385204,active,ltd,,,2025-04-14,,2025-04-14,[69201, 69202],215a Cuffley Place Sopers Road Potters Bar England EN6 4RY,,,
EC LITTLE BOWDEN LIMITED,16435871,active,ltd,,,2025-05-07,,2025-05-07,[68100, 68209],Broad House 1 The Broadway Hatfield United Kingdom AL9 5BG,,,
LUBEMAX LIMITED,16443477,active,ltd,,,2025-05-12,,2025-05-12,[45310],Unit 25 Such Close Two Letchworth Garden City England SG6 1JF,,,
CONTRACTORS DESIGN EOT LIMITED,16303254,active,ltd,,,2025-03-10,,2025-03-10,[82990],6  Millers House Roydon Road Ware United Kingdom SG12 8HN,https://www.contractorsdesign.co.uk,enquiries@contractorsdesign.co.uk,Confirmed
THE CROWN ASTON END LIMITED,16460922,active,ltd,,,2025-05-20,,2025-05-20,[56302],18 Alban Park Hatfield Road St Albans United Kingdom AL4 0JJ,https://crownastonend.co.uk,,Confirmed
EPTS EV SERVICES LTD,16415171,active,ltd,,,2025-04-29,,2025-04-29,[45200],271 High Street Berkhamsted United Kingdom HP4 1AA,,,
FORTUNE FINANCIAL COMMERCIAL LTD,16578883,active,ltd,,,2025-07-14,,2025-07-14,[64999],Malthouse Court Hitchin United Kingdom SG5 2DJ,https://www.fortunefinancial.co.uk,info@fortunefinancial.co.uk,Confirmed
POLARIS MARKETING LIMITED,16356377,active,ltd,,,2025-04-01,,2025-04-01,[96090],5 Ducketts Wharf Bishop's Stortford United Kingdom CM23 3AR,,,
MEDDLER FORGE LIMITED,16432083,active,ltd,,,2025-05-06,,2025-05-06,[68100],The Gables Ashwell United Kingdom SG7 5NL,,,
ARCO REAL ESTATE GROUP LIMITED,16300095,active,ltd,,,2025-03-07,,2025-03-07,[41100],1st Floor Woodgate Studios Cockfosters United Kingdom EN4 9HN,,,
ALOA INVESTMENTS LTD,16227277,active,ltd,,,2025-02-04,,2025-02-04,[68100, 68209],1st Floor Woodgate Studios Cockfosters United Kingdom EN4 9HN,,,
WEEKES & JACKSON LIMITED,16290303,active,ltd,,,2025-03-04,,2025-03-04,[68100, 68209],C/O Expertax Limited Watford United Kingdom WD17 1JJ,,,
JNL PROFESSIONALS LIMITED,16215100,active,ltd,,,2025-01-29,,2025-01-29,[68209, 96090],Manufactory House Hertford England SG14 1BP,,,
NASTY LIMITED,16484473,active,ltd,,,2025-05-30,,2025-05-30,[47799],Unit 5 The Paddock High Street Hertfordshire United Kingdom SG11 1HP,,,
DCRL PROPERTY LTD,16498996,active,ltd,,,2025-06-05,,2025-06-05,[68209],5 Birchwood Close Hatfield United Kingdom AL10 0PP,,,
HBC HOME RENOVATIONS LIMITED,16213614,active,ltd,,,2025-01-28,,2025-01-28,[41202],Unit 14 Oak Court Business Centre St Albans United Kingdom AL3 6PH,,,
DATUM RESIN FLOORING LTD,16491303,active,ltd,,,2025-06-03,,2025-06-03,[43330],11-13 Hockerill Street Hertfordshire United Kingdom CM23 2DH,,,
CARE CYBER POWER LTD,16180391,active,ltd,,,2025-01-13,,2025-01-13,[61900, 62012],1st Floor Woodgate Studios Cockfosters United Kingdom EN4 9HN,,,
TC SOLUTIONS LTD,16197763,active,ltd,,,2025-01-21,,2025-01-21,[62020, 90010],9 Stafford Close Cheshunt United Kingdom EN8 9EH,,,
COOL-ENGINEERING SERVICES LTD,16241749,active,ltd,,,2025-02-10,,2025-02-10,[71129],15 The Commons Welwyn Garden City AL7 4RW,https://cool-engineeringservicesltd.co.uk,,Likely
CONSTRUCTIONS R US LTD,16232445,active,ltd,,,2025-02-05,,2025-02-05,[41202],C/O Hillier Hopkins Llp First Floor, Radius House Watford United Kingdom WD17 1HP,https://constructionsrus.com,sonia@constructionsrus.com,Likely
SA PROPERTY MANAGEMENT SERVICES LTD,16475753,active,ltd,,,2025-05-27,,2025-05-27,[98000],Brosnan House Suite 2a Potters Bar United Kingdom EN6 1UR,,,
SAFE MEDICAL TRAVEL LTD,16315585,active,ltd,,,2025-03-14,,2025-03-14,[82990],C/O Quantum Uk Business Solutions Ltd, The Imex Building Hertfordshire United Kingdom HP2 7DX,https://safemedicaltravel.co.uk,,Confirmed
WILLTORD PROPERTIES LTD,16436249,active,ltd,,,2025-05-07,,2025-05-07,[68100, 68201, 68209, 68320],Flat 29, Jackson Wharf Bishop's Stortford England CM23 3AX,,,
STUDIO XQT LTD,16524036,active,ltd,,,2025-06-17,,2025-06-17,[18129],43 Cavendish Lane Hitchin England SG5 4SL,,,
SPLASHY FEET LTD,16601966,active,ltd,,,2025-07-23,,2025-07-23,[85600],22 Rosehill Gardens Abbots Langley England WD5 0HF,https://www.splashyfeet.com,,Confirmed
MB CB BRITAIN LIMITED,16462149,active,ltd,,,2025-05-20,,2025-05-20,[64209],5 Elstree Gate Borehamwood United Kingdom WD6 1JD,,,
SEAN HARDY TRAINING LTD,16575600,active,ltd,,,2025-07-11,,2025-07-11,[01430],37 Marlowes Hemel Hempstead United Kingdom HP1 1LD,,,
DESANDO S.A.G. LIMITED,16577337,active,ltd,,,2025-07-11,,2025-07-11,[86900],Unit 4, Stirling Court Yard Borehamwood England WD6 2FX,,,
T&H BUILDERS AND CONSTRUCTION LTD,16581184,active,ltd,,,2025-07-14,,2025-07-14,[41201, 41202, 43390],34 Cassio Road Watford United Kingdom WD18 0QF,,,
WEBRICA LTD,16581893,active,ltd,,,2025-07-15,,2025-07-15,[62012, 62090],S203 Weston House, Allen House Business Centre Sawbridgeworth United Kingdom CM21 9JX,,,
ACRE NORTH WEALD LTD,16581298,active,ltd,,,2025-07-14,,2025-07-14,[68100, 68310],No 1 Wrotham Business Park Hertfordshire United Kingdom EN5 4SZ,,,
COLD FRIES LIMITED,16261882,active,ltd,,,2025-02-19,,2025-02-19,[58190, 90030],4 C/O Wis Accountancy Ltd, Imperial Place Borehamwood England WD6 1JN,,,
ECHO GROUND ENGINEERING LTD,16287730,active,ltd,,,2025-03-03,,2025-03-03,[71129],19 Lytham Avenue Watford England WD19 6XA,,,
MULTIMESSAGE SYSTEMS LTD,16132596,active,ltd,,,2024-12-12,,2024-12-12,[95120],Regency House Barnet England EN5 4BE,,,
EC WANTAGE LIMITED,16267555,active,ltd,,,2025-02-21,,2025-02-21,[56102],Broad House 1 The Broadway Hatfield England AL9 5BG,,,
ATTOSH HOLDINGS LIMITED,16405380,active,ltd,,,2025-04-24,,2025-04-24,[64209],Broad House 1 The Broadway Hatfield England AL9 5BG,,,
ACCA HOUSE LIMITED,16144886,active,ltd,,,2024-12-19,,2024-12-19,[96020],7-8 Portmill Lane Hitchin England SG5 1DJ,,,
MAX FIRE SOLUTION LTD,16606449,active,ltd,,,2025-07-25,,2025-07-25,[43999],15 Thompson House Bridlington Road Watford United Kingdom WD19 7FG,,,
LONDON COZY ESCAPE LIMITED,16317879,active,ltd,,,2025-03-14,,2025-03-14,[55209, 79110],7-8 Portmill Lane Hitchin England SG5 1DJ,,,
LONDON COZY RETREAT LIMITED,16315920,active,ltd,,,2025-03-14,,2025-03-14,[55209, 79110],7-8 Portmill Lane Hitchin England SG5 1DJ,,,
SWBG GASSYS HOLD COMPANY LIMITED,16363542,active,ltd,,,2025-04-03,,2025-04-03,[56302],7-8 Portmill Lane Hitchin England SG5 1DJ,,,
BUBBLES FLORAL STUDIO LTD,16603443,active,ltd,,,2025-07-24,,2025-07-24,[47760],Ground Floor Kings House Watford England WD17 2EH,,,
BLOOM BABIES LIMITED,16111442,active,ltd,,,2024-12-02,,2024-12-02,[88100],7-8 Portmill Lane Hitchin England SG5 1DJ,,,
STEVENAGE WELLBEING LTD,16153932,active,ltd,,,2024-12-28,,2024-12-28,[86900],Riverdale House Wheathampstead United Kingdom AL4 8BB,https://stevenagewellbeing.com,info@stevenagewellbeing.com,Confirmed
GUEST LETTINGS LTD,16386674,active,ltd,,,2025-04-14,,2025-04-14,[68320],7-8 Portmill Lane Hitchin England SG5 1DJ,,,
NEW HALL FARM SHOP LIMITED,16336871,active,ltd,,,2025-03-24,,2025-03-24,[47990],7-8 Portmill Lane Hitchin England SG5 1DJ,,,
XPERTRADE LTD,16609382,active,ltd,,,2025-07-28,,2025-07-28,[68320],Labrums Solicitors Llp, New Barnes Mill, Main Mill St. Albans United Kingdom AL1 2HA,,,
SFH EVENT PARTNERS LIMITED,16609880,active,ltd,,,2025-07-28,,2025-07-28,[56210],Ellerd House Harpenden United Kingdom AL5 2EJ,,,
CD ENTRY AND ACCESS LIMITED,16604415,active,ltd,,,2025-07-24,,2025-07-24,[80200],Unit 2 Paradise Distribution Centre Waltham Cross United Kingdom EN7 6FE,,,
FAYNES DEVELOPMENTS SANDY LTD,16605018,active,ltd,,,2025-07-24,,2025-07-24,[41100],Regency House Barnet England EN5 4BE,,,
ALIFE CONSTRUCTION LIMITED,16306438,active,ltd,,,2025-03-11,,2025-03-11,[41201, 41202],7-8 Portmill Lane Hitchin England SG5 1DJ,,,
EXEC EXCHANGE LIMITED,16150990,active,ltd,,,2024-12-24,,2024-12-24,[70229],7-8 Portmill Lane Hitchin England SG5 1DJ,,,
WATCHES LTD,16607527,active,ltd,,,2025-07-25,,2025-07-25,[47770],Wellington House London Colney United Kingdom AL2 1HA,,,
SPICE HARBOUR LTD,16588343,active,ltd,,,2025-07-17,,2025-07-17,[56101],11-12 Station Approach Hertfordshire United Kingdom WD19 7DT,,,
MRPG LTD,16588957,active,ltd,,,2025-07-17,,2025-07-17,[56302],27 Kneesworth Street Royston England SG8 5AB,,,
1 HSB LIMITED,16585867,active,ltd,,,2025-07-16,,2025-07-16,[68100],10 Station Road Letchworth Garden City England SG6 3AU,,,
KATALIST INTELLIGENT SOLUTIONS LTD,16586860,active,ltd,,,2025-07-16,,2025-07-16,[62020, 62090, 69201, 82990],230 Thirsk Road Borehamwood United Kingdom WD6 5BD,,,
ROUNDFOREST UK LTD,16587088,active,ltd,,,2025-07-16,,2025-07-16,[47910],Sas House Friarswood Kings Langley United Kingdom WD4 9JB,https://roundforest.com,,Likely
COLOUR COMMUNICATIONS LTD,16591529,active,ltd,,,2025-07-18,,2025-07-18,[59112],Building 15 Gateway 1000 Stevenage United Kingdom SG1 2FP,,,
OLD MAN JR. LTD,16251443,active,ltd,,,2025-02-13,,2025-02-13,[90010],48 Bowling Road Bowling Road Ware England SG12 7EH,,,
MY HOUSEKEEPER LIMITED,16530839,active,ltd,,,2025-06-20,,2025-06-20,[81210, 81222, 81299],C/O Gardian Accounting Ltd 4 Imperial Place Borehamwood England WD6 1JN,,,
BRÃZDOVÃ IP LIMITED,16616341,active,ltd,,,2025-07-30,,2025-07-30,[69109],Pendragon House St. Albans England AL1 1LJ,,,
BREW RETAIL 2 LIMITED,16617309,active,ltd,,,2025-07-30,,2025-07-30,[56102],7-8 Portmill Lane Hitchin England SG5 1DJ,,,
NALI RECOVERY LTD,16617998,active,ltd,,,2025-07-31,,2025-07-31,[52290],105 Hartforde Road Borehamwood England WD6 5HY,,,
THRIVING ERA LTD,16618356,active,ltd,,,2025-07-31,,2025-07-31,[70229],85 Macers Court Broxbourne United Kingdom EN10 6ED,https://thrivingera.com,rochelle@thrivingera.com,Likely
SEMPLICE BOUTIQUE LTD,16615201,active,ltd,,,2025-07-30,,2025-07-30,[46190, 46360, 46620, 47190],Rosedean House Barnet United Kingdom EN5 4DX,,,
CALM PROPERTY LIMITED,16616814,active,ltd,,,2025-07-30,,2025-07-30,[41100],614 Lacre Way Letchworth Garden City United Kingdom SG6 1NR,,,
PRISM WEALTH MANAGEMENT (COLCHESTER) LTD,16604286,active,ltd,,,2025-07-24,,2025-07-24,[70221],Grenville House Broxbourne United Kingdom EN10 7DH,https://www.prismwealth.co.uk,Alun.davies@prismwealth.co.uk,Likely
ENERGY POWER CONSULTANCY LTD,16309967,active,ltd,,,2025-03-12,,2025-03-12,[41201, 41202, 42120, 42220],128a Cravells Road Harpenden United Kingdom AL5 1BQ,https://www.energypowerconsultancyltd.com,,Confirmed
M63 CONSULTING LIMITED,16133795,active,ltd,,,2024-12-13,,2024-12-13,[70229],7 New Place Welwyn England AL6 9QA,,,
CRESTSHAW LIMITED,16141716,active,ltd,,,2024-12-18,,2024-12-18,[70229],Unit 4 Sterling Court Yard Borehamwood England WD6 2FX,,,
REFRACTION HR LTD,16357905,active,ltd,,,2025-04-01,,2025-04-01,[78300],Shared Space, Unit C, Carling Building Hitchin United Kingdom SG5 1AP,https://refractionhr.co.uk,,Confirmed
EDGSONS LTD,16289841,active,ltd,,,2025-03-04,,2025-03-04,[64209],1 Allied Business Centre Harpenden AL5 4UT,,,
SY PRIVATE LIMITED,16457948,active,ltd,,,2025-05-19,,2025-05-19,[68209],201b.3 Cardinal Point Rickmansworth United Kingdom WD3 1RE,,,
TRIOMPHE CONSULTING LIMITED,16306390,active,ltd,,,2025-03-11,,2025-03-11,[69202, 70100, 70221, 70229],3 Willoughby Road Harpenden England AL5 4PF,,,
A MON AVIS LTD,16304599,active,ltd,,,2025-03-10,,2025-03-10,[68100, 68209],26 Nupton Drive Barnet England EN5 2QT,,,
PEARTREE TOWN EXPRESS LTD,16573923,active,ltd,,,2025-07-10,,2025-07-10,[56101],Studio I1c Witan Gate Milton Keynes England MK9 1EF,,,
CM9 CONSULTANCY LIMITED,16292812,active,ltd,,,2025-03-05,,2025-03-05,[46520, 82990],10-14 Old Wallfields Pegs Lane Hertford United Kingdom SG13 8EQ,,,
REFORMAN LTD,16318836,active,ltd,,,2025-03-16,,2025-03-16,[47710],159 High Street Barnet England EN5 5SU,https://reformanlife.com,orders@reformanlife.com,Confirmed
RFM LTD,16414714,active,ltd,,,2025-04-28,,2025-04-28,[49410],Unit 14 Hoddesdon Enterprise Centre Hoddesdon England EN11 0FJ,,,
SIMOU INVEST LTD,16369962,active,ltd,,,2025-04-07,,2025-04-07,[68100, 68201, 68209, 68320],Suite 1, The Courtyard, The Old Monastery Bishop's Stortford England CM23 2ND,,,
AINE LDN LIMITED,16359115,active,ltd,,,2025-04-02,,2025-04-02,[47910],28 Albury Grove Road Waltham Cross United Kingdom EN8 8NS,,,
CROCUS BOOKS AND GIFTS LTD,16328662,active,ltd,,,2025-03-19,,2025-03-19,[47610],24 Church Street Rickmansworth United Kingdom WD3 1DD,https://www.crocusbooksgx.co.uk,hello@crocusbooksgx.co.uk,Confirmed
HAVYNPAY LTD,16336670,active,ltd,,,2025-03-24,,2025-03-24,[62020],5 Ducketts Wharf Bishop's Stortford United Kingdom CM23 3AR,https://havynpay.com,,Confirmed
OLIVE & ROSE LTD,16420185,active,ltd,,,2025-04-30,,2025-04-30,[41202, 43999, 55209, 68209],2nd Floor, Unicorn House Potters Bar United Kingdom EN6 1TL,,,
KELHAR HOLDINGS LIMITED,16359633,active,ltd,,,2025-04-02,,2025-04-02,[68100],1 Coral Avenue Hemel Hempstead England HP2 7JB,,,
VENTURE ALLIANCE LTD,16351799,active,ltd,,,2025-03-29,,2025-03-29,[46900],4 Dogwood Bishop's Stortford CM23 1GL,,,
DJSR HOLDINGS LTD,16506802,active,ltd,,,2025-06-09,,2025-06-09,[64209],4 Grenville Avenue Broxbourne England EN10 7DH,,,
SMILE9 PROPERTIES LTD,16410533,active,ltd,,,2025-04-26,,2025-04-26,[68100, 68209],C/O Sobell Rhodes Llp The Kinetic Centre Elstree, Borehamwood United Kingdom WD6 4PJ,,,
CUMBERLAND ROAD MANAGEMENT LTD,16277410,active,ltd,,,2025-02-26,,2025-02-26,[68320],159 High Street Barnet United Kingdom EN5 5SU,,,
INNOVAIS ELABS LTD,16361705,active,ltd,,,2025-04-02,,2025-04-02,[62020, 71122],Flat 517 30-40 St. Albans Road Watford United Kingdom WD17 1RN,,,
TPX25 LIMITED,16383161,active,ltd,,,2025-04-11,,2025-04-11,[56101],1 Beauchamp Court Barnet United Kingdom EN5 5TZ,,,
HOUSE OF LICENSES LIMITED,16180881,active,ltd,,,2025-01-13,,2025-01-13,[96090],8 The Willows Rickmansworth WD3 8YY,,,
GTK HOLDINGS LTD,16468812,active,ltd,,,2025-05-22,,2025-05-22,[68209],14a Meadway Court Stevenage England SG1 2EF,,,
FYI ANALYTICS LTD,16141248,active,ltd,,,2024-12-17,,2024-12-17,[71129],1 Allied Buisness Centre Harpenden AL5 4UT,,,
PLUTOSJT LIMITED,16179353,active,ltd,,,2025-01-13,,2025-01-13,[47910, 58210, 62012, 73110],45 Great Dell Welwyn Garden City United Kingdom AL8 7HP,,,
NELLY & ME LTD,16367736,active,ltd,,,2025-04-06,,2025-04-06,[59112],C/O Sobell Rhodes Llp The Kinetic Centre Elstree, Borehamwood United Kingdom WD6 4PJ,,,
WILLS ACR LIMITED,16608868,active,ltd,,,2025-07-28,,2025-07-28,[35300],18 Cloverfield Welwyn Garden City England AL7 1EG,,,
DEE STANFORD LIMITED,16319303,active,ltd,,,2025-03-17,,2025-03-17,[96020],C/O Cooper Hathaway Limited Maple House Potters Bar England EN6 5BS,https://www.deestanfordaromatherapy.co.uk,,Confirmed
LIMOR CREATIVE LTD,16361264,active,ltd,,,2025-04-02,,2025-04-02,[74100],Kinetic Business Centre Borehamwood England WD6 4PJ,,,
JAYWORTH LIMITED,16385016,active,ltd,,,2025-04-14,,2025-04-14,[68209],1st Floor, 5 Century Court Watford England WD18 9PX,https://jayworthltd.co.uk,,Likely
GLORIOUS SHENANIGANS FILMS LTD,16180033,active,ltd,,,2025-01-13,,2025-01-13,[59111],Building 15 Gateway 1000 Stevenage United Kingdom SG1 2FP,,,
ELDERLEA LIMITED,16403339,active,ltd,,,2025-04-23,,2025-04-23,[70229],Unit 4 Sterling Court Yard Borehamwood United Kingdom WD6 2FX,,,
LOW CARBON CONTRACTORS LIMITED,16326681,active,ltd,,,2025-03-19,,2025-03-19,[43999],C/O My Prestige Accountant Ltd, Office On The Hill Suite B - 15 To 17 High Street Hertfordshire United Kingdom WD6 3BY,,,
NAVARA LTD,16439060,active,ltd,,,2025-05-08,,2025-05-08,[78109],C/O Expertax Limited Watford United Kingdom WD17 1JJ,,,
NEGZ LTD,16557079,active,ltd,,,2025-07-02,,2025-07-02,[73110],C/O Michael Filiou Ltd Salisbury House Potters Bar England EN6 5AS,,,
ELOQUENT AI TECHNOLOGIES LTD,16478798,active,ltd,,,2025-05-28,,2025-05-28,[62012],81 Turners Hill Waltham Cross United Kingdom EN8 9BD,,,
NEXIFLY UK VAPE LTD,16479344,active,ltd,,,2025-05-28,,2025-05-28,[46350, 46750, 46900, 95210],23-27 Maidenhead Street, Hertford 23-27 Maidenhead Street, Hertfordshire Hertford United Kingdom SG14 1DW,,,
DUNAMIS THRIVE LTD,16379622,active,ltd,,,2025-04-10,,2025-04-10,[68100, 68209, 68310],53a Oxhey Road Watford United Kingdom WD19 4QG,,,
PHOTON HUNTERS LIMITED,16308225,active,ltd,,,2025-03-11,,2025-03-11,[68100],167 Northfield Road Waltham Cross England EN8 7RE,,,
TOBY STAINES LIMITED,16426710,active,ltd,,,2025-05-02,,2025-05-02,[81223],Unit 4 Grovelands Hemel Hempstead England HP2 7TE,,,
BOLTOP AUTOS LIMITED,16192709,active,ltd,,,2025-01-18,,2025-01-18,[45200],134 134 Shephall Way Stevenage United Kingdom SG2 9RA,,,
CD-SI SOLUTIONS LTD,16195224,active,ltd,,,2025-01-20,,2025-01-20,[62090, 70229, 85510],20 The Causeway Bishop's Stortford England CM23 2EJ,,,
CYRENE LTD,16470675,active,ltd,,,2025-05-23,,2025-05-23,[85590],Duck Barn 2, Acremore Acremore Street Ware England SG11 2HD,https://cyreneltd.com,,Confirmed
MIRANEE LIMITED,16460823,active,ltd,,,2025-05-20,,2025-05-20,[86230],16 Plaitford Close Rickmansworth United Kingdom WD3 1NJ,,,
THE SCALP ROOM LIMITED,16449302,active,ltd,,,2025-05-14,,2025-05-14,[96090],Unit 1 The Cam Centre Hitchin United Kingdom SG4 0TW,,,
CREAM DELUXE LIMITED,16489298,active,ltd,,,2025-06-02,,2025-06-02,[56102, 56103],17 Woodside Waltham Cross England EN7 5DE,,,
MS APPLE LTD,16399021,active,ltd,,,2025-04-22,,2025-04-22,[90030],Suite 13, 5 Hercules Way Leavesden Park Watford United Kingdom WD25 7GS,,,
STONEFIELD 88 LTD,16571605,active,ltd,,,2025-07-09,,2025-07-09,[68100, 68209, 68320],Unit 4, Stirling Court Yard Borehamwood England WD6 2FX,,,
DESIGNED DEVELOPMENTS LIMITED,16346916,active,ltd,,,2025-03-27,,2025-03-27,[41100],Heath House Aldenham Road Watford England WD25 8EW,,,
OUTDOORS STUDIO LTD,16340863,active,ltd,,,2025-03-25,,2025-03-25,[41202, 81300],13 Dymoke Green St Albans United Kingdom AL4 9LX,,,
THE CLIFDEN ARMS B&B LTD,16368701,active,ltd,,,2025-04-07,,2025-04-07,[56210],75 Clifden Road Aylesbury England HP18 9JR,https://www.theclifdenarms.co.uk,info@theclifdenarms.co.uk,Confirmed
BLASTR GREEN STEEL HOLDINGS LIMITED,16585517,active,ltd,,,2025-07-16,,2025-07-16,[64209],Suite 7a, Building 6 Watford United Kingdom WD18 8YH,https://www.blastr.no,,Confirmed
HELION CONSULTING LTD,16540827,active,ltd,,,2025-06-25,,2025-06-25,[62020],C/O My Prestige Accountant Ltd, Office On The Hill Elstree United Kingdom WD6 3BY,,,
LEWIS @ WGC LIMITED,16420853,active,ltd,,,2025-04-30,,2025-04-30,[74909],68c High Street Bassingbourn Bassingbourn, Royston United Kingdom SG8 5LF,https://www.lewiswgc.com,,Confirmed
SALCOMBE REGIS HOLIDAY PARK LIMITED,16271121,active,ltd,,,2025-02-24,,2025-02-24,[93290],Imex Centre Hemel Hempstead England HP2 7DX,,,
CLOVELLY HOLIDAY PARK LIMITED,16619677,active,ltd,,,2025-07-31,,2025-07-31,[93290],Imex Centre Hemel Hempstead England HP2 7DX,,,
FUEGOS DEL SUR LTD,16484825,active,ltd,,,2025-05-30,,2025-05-30,[56101],Savinvest Arquen House St Albans AL3 4PQ,,,
LAKES APARTMENT LTD,16368923,active,ltd,,,2025-04-07,,2025-04-07,[68100, 68209],Langley House Borehamwood England WD6 4RT,,,
CROP CONNECT LIMITED,16193652,active,ltd,,,2025-01-20,,2025-01-20,[46310],1 Chipmunk Chase Hatfield AL10 9GH,,,
HELLO CHANGE LTD,16445449,active,ltd,,,2025-05-12,,2025-05-12,[96090],Devonshire House Letchworth Garden City England SG6 1GJ,,,
SHARPE PROPERTY LETS LTD,16237956,active,ltd,,,2025-02-07,,2025-02-07,[68100],C/O Bricks Group Hertfordshire England EN6 4RY,,,
HEARTH HOOF LIMITED,16281589,active,ltd,,,2025-02-27,,2025-02-27,[46320],1 Chipmunk Chase Hatfield AL10 9GH,,,
