company_name,company_number,company_status,company_type,company_subtype,dissolution_date,incorporation_date,removed_date,registered_date,nature_of_business,registered_office_address,website,email,match_confidence
CHARLOTTE STONECASTLE LTD,16985225,active,ltd,,,2026-01-24,,2026-01-24,[82990],38 Theydon Road London England E5 9NA,,,
THE HEALTH SPOT LTD,16985473,active,ltd,,,2026-01-25,,2026-01-25,[86900],"3rd Floor, 86-90 Paul Street London United Kingdom EC2A 4NE",,,
AAM CONSULTING LTD,16985474,active,ltd,,,2026-01-25,,2026-01-25,[70229],167-169 Great Portland Street London England W1W 5PF,,,
CLEAR START CLEANING SERVICES LTD,16985478,active,ltd,,,2026-01-25,,2026-01-25,[81210],136 Moselle Avenue London England N22 6ET,,,
BELLE HOUSE EVENTS LTD,16985487,active,ltd,,,2026-01-25,,2026-01-25,[82302],Flat 13 Oakdene Carlton Grove London England SE15 2UQ,,,
SEARCH AI GLOBAL LIMITED,16985532,active,ltd,,,2026-01-25,,2026-01-25,[62020],167-169 Great Portland Street London England W1W 5PF,,,
ONCOCHECKS LIMITED,16985534,active,ltd,,,2026-01-25,,2026-01-25,[86220],3 Percy Street London England W1T 1DE,oncochecks.com,,Likely
THEWRAPGIRL LTD,16985724,active,ltd,,,2026-01-25,,2026-01-25,[74100],"3rd Floor, 86-90 Paul Street London United Kingdom EC2A 4NE",,,
SAXTON ESTATES 2 LTD,16985715,active,ltd,,,2026-01-25,,2026-01-25,[68100],43 Filey Avenue London England N16 6JL,,,
CHAKRA HOLISTIC LIMITED,16986067,active,ltd,,,2026-01-26,,2026-01-26,"[10890, 47910, 96040]",3 Grove Crescent Road London England E15 1BJ,,,
THECLEANERSCO LTD,16986069,active,ltd,,,2026-01-26,,2026-01-26,[81210],16 Stepney Causeway London England E1 0JW,,,
20A GROVE ROAD LIMITED,16986089,active,ltd,,,2026-01-26,,2026-01-26,[68209],Flat 2 20a Grove Road London United Kingdom W3 6AW,,,
GGE PROPERTY LTD,16986354,active,ltd,,,2026-01-26,,2026-01-26,[68209],71-75 Shelton Street London United Kingdom WC2H 9JQ,,,
WIZARD LINE LIMITED,16986360,active,ltd,,,2026-01-26,,2026-01-26,[96090],72 Halliwick Road London England N10 1AB,,,
MARKSTAND LIMITED,16986374,active,ltd,,,2026-01-26,,2026-01-26,[96090],72 Halliwick Road London England N10 1AB,,,
VAN STEEN PROPERTIES LTD,16986387,active,ltd,,,2026-01-26,,2026-01-26,[68100],71-75 Shelton Street London United Kingdom WC2H 9JQ,,,
ROOPLEX LTD,16986386,active,ltd,,,2026-01-26,,2026-01-26,[58120],71-75 Shelton Street London United Kingdom WC2H 9JQ,,,
SHAREKTE339 LTD,16986363,active,ltd,,,2026-01-26,,2026-01-26,[46900],275 New N Rd #3110 London United Kingdom N1 7AA,,,
ATT NETWORK LIMITED,16986517,active,ltd,,,2026-01-26,,2026-01-26,[47429],Flat 29 Quartz House Dickens Yard London England W5 2XA,,,
RIVERSIDE MIDCO LIMITED,16986520,active,ltd,,,2026-01-26,,2026-01-26,[64209],15 Hanover Square London United Kingdom W1S 1HS,,,
DIRECT PAYMENT HUB LTD,16986523,active,ltd,,,2026-01-26,,2026-01-26,[74909],"3rd Floor, 86-90 Paul Street London United Kingdom EC2A 4NE",,,
SHAREKTE345 LTD,16986512,active,ltd,,,2026-01-26,,2026-01-26,[46900],275 New N Rd #3110 London United Kingdom N1 7AA,,,
UNTIED UTILITIES LTD,16986527,active,ltd,,,2026-01-26,,2026-01-26,[82990],2 Frederick Street London United Kingdom WC1X 0ND,,,
LAGTA LTD,16986522,active,ltd,,,2026-01-26,,2026-01-26,[62012],167 - 169 Great Portland Street London England W1W 5PF,,,
SHAREKTE349 LTD,16986521,active,ltd,,,2026-01-26,,2026-01-26,[46900],275 New N Rd #3110 London United Kingdom N1 7AA,,,
GOLDING PROPERTY INVESTORS LTD,16986871,active,ltd,,,2026-01-26,,2026-01-26,"[68100, 68209]",167-169 Great Portland Street London England W1W 5PF,,,
RA & K HOLDINGS LTD,16987113,active,ltd,,,2026-01-26,,2026-01-26,[49410],128 City Road London United Kingdom EC1V 2NX,,,
THRIVE4D LTD,16987107,active,ltd,,,2026-01-26,,2026-01-26,[70229],4 Abingdon Close London England SW19 1AD,thrive4d.co.uk,,Likely
AMANAH EDUCARE LTD,16972915,active,ltd,,,2026-01-19,,2026-01-19,"[84120, 86230]",20 Wenlock Road London England N1 7GU,,,
1805 (TFG) LTD,16972924,active,ltd,,,2026-01-19,,2026-01-19,[96090],"2nd Floor College House Ruislip, United Kingdom HA4 7AE",,,
AL-GOHAR LIMITED,16972904,active,ltd,,,2026-01-19,,2026-01-19,[47910],144 Queens Road London England E17 8PE,,,
CANFISH LTD,16972902,active,ltd,,,2026-01-19,,2026-01-19,[56103],500 White Hart Lane London England N17 7NA,,,
HAWK POWER LTD,16972958,active,ltd,,,2026-01-19,,2026-01-19,[62012],20 Wenlock Road London England N1 7GU,,,
JONDOLO UPGRADES LTD,16972955,active,ltd,,,2026-01-19,,2026-01-19,[43330],27 Old Gloucester Street London United Kingdom WC1N 3AX,,,
SAKABI TECH LTD,16972973,active,ltd,,,2026-01-19,,2026-01-19,"[62011, 62012, 62020]",71-75 Shelton Street London United Kingdom WC2H 9JQ,,,
IRONCLAD FACILITIES & SUPPORT SERVICES LTD,16972977,active,ltd,,,2026-01-19,,2026-01-19,"[78200, 81100, 81229]",20 Wenlock Road London England N1 7GU,,,
MINERVA FINE ART LTD,16973114,active,ltd,,,2026-01-19,,2026-01-19,[47781],71-75 Shelton Street London United Kingdom WC2H 9JQ,,,
LEGEND LOGISTIC EXPERTS LTD,16973105,active,ltd,,,2026-01-19,,2026-01-19,[52290],"3rd Floor, 86-90 Paul Street London United Kingdom EC2A 4NE",,,
AURELL COSMETICS LIMITED,16973573,active,ltd,,,2026-01-19,,2026-01-19,[47910],Flat 8 Nightingale Mansions London England SW12 8TN,,,
ECOMBEAUTY LTD,16973594,active,ltd,,,2026-01-19,,2026-01-19,[47910],124 City Road London United Kingdom EC1V 2NX,,,
VIREX TRADE LTD,16973927,active,ltd,,,2026-01-20,,2026-01-20,[47910],128 City Road London United Kingdom EC1V 2NX,,,
HEY TOMATO LTD,16973917,active,ltd,,,2026-01-20,,2026-01-20,[71129],"3rd Floor, 86-90 Paul Street London United Kingdom EC2A 4NE",,,
TRUELIGHT SOLUTIONS LTD,16973922,active,ltd,,,2026-01-20,,2026-01-20,[47910],378 High Street North London United Kingdom E12 6PH,,,
SP PRIME TRADING LTD,16973931,active,ltd,,,2026-01-20,,2026-01-20,[47190],71-75 Shelton Street London United Kingdom WC2H 9JQ,,,
APSLEY HENLEY MED LTD,16974076,active,ltd,,,2026-01-20,,2026-01-20,[41100],17 Grosvenor Street London England W1K 4QG,,,
CANADIAN-LED UK LTD,16974054,active,ltd,,,2026-01-20,,2026-01-20,"[27400, 61900, 62020]",71-75 Shelton Street London United Kingdom WC2H 9JQ,,,
GLOWPOP LTD,16974081,active,ltd,,,2026-01-20,,2026-01-20,"[10890, 46390, 47910]",Flat 2 4 Lee Street London United Kingdom E8 4DY,,,
THE DANIEL N. K. QUARTEY CORPORATION INTERNATIONAL LIMITED,16974403,active,ltd,,,2026-01-20,,2026-01-20,[86900],69-71 Lambeth Walk London England SE11 6DX,,,
PARÉYA PROPERTIES LTD,16974401,active,ltd,,,2026-01-20,,2026-01-20,[68209],20 Wenlock Road London England N1 7GU,,,
MOMENTRIX LIMITED,16974391,active,ltd,,,2026-01-20,,2026-01-20,[82990],20 Wenlock Road London England N1 7GU,,,
LIVEXPERT TECHNOLOGIES LTD,16974529,active,ltd,,,2026-01-20,,2026-01-20,"[62020, 62090, 63110]",128 City Road London United Kingdom EC1V 2NX,,,
BESPOKECONCIERGEBYM LTD,16974530,active,ltd,,,2026-01-20,,2026-01-20,"[70229, 82990]","3rd Floor, 86-90 Paul Street London England EC2A 4NE",bespokeconciergebym.com,,Confirmed
EPEKTASIS COMMODITIES LIMITED,16974523,active,ltd,,,2026-01-20,,2026-01-20,"[46190, 46210, 46220, 46230]",Unit 157 48 Waterside Heights London United Kingdom E16 2GP,,,
KERNL LIMITED,16974545,active,ltd,,,2026-01-20,,2026-01-20,[62012],22 Gledhow Gardens London England SW5 0AZ,,,
CLEANFEELS LTD,16974692,active,ltd,,,2026-01-20,,2026-01-20,[47910],20 Wenlock Road London England N1 7GU,,,
ERYZA LTD,16974716,active,ltd,,,2026-01-20,,2026-01-20,[47990],1st Formations Ltd, 71-75 Shelton Street London United Kingdom WC2H 9JQ,,,
YESORNOTIS LTD,16974703,active,ltd,,,2026-01-20,,2026-01-20,[47910],Unit 169 48 Waterside Heights London United Kingdom E16 2GP,,,
CASTINGCROWD LIMITED,16975080,active,ltd,,,2026-01-20,,2026-01-20,[78101],"3rd Floor, 86-90 Paul Street London United Kingdom EC2A 4NE",castingcrowd.com,,Likely
THE GOLDEN AGENCY LTD,16975109,active,ltd,,,2026-01-20,,2026-01-20,"[70210, 73110]",71-75 Shelton Street London United Kingdom WC2H 9JQ,,,
B-DYNAMIC SPORTS LTD,16975108,active,ltd,,,2026-01-20,,2026-01-20,"[93120, 93199]",71-75 Shelton Street London United Kingdom WC2H 9JQ,,,
PELPLANT LTD,16975089,active,ltd,,,2026-01-20,,2026-01-20,"[47750, 47910, 70229]",Unit 501 Leroy House 434-436 Essex Road London England N1 3FY,,,
VANTAGE LOOP CONSULTING LTD,16975095,active,ltd,,,2026-01-20,,2026-01-20,[82990],20 Wenlock Road London England N1 7GU,,,
ECOM WARION LTD,16975114,active,ltd,,,2026-01-20,,2026-01-20,[47910],124 City Road London United Kingdom EC1V 2NX,,,
KAY CAPITAL LTD,16975097,active,ltd,,,2026-01-20,,2026-01-20,[70229],"3rd Floor, 86-90 Paul Street London United Kingdom EC2A 4NE",,,
MCLEOD INVESTMENT HOLDINGS LIMITED,16975267,active,ltd,,,2026-01-20,,2026-01-20,[64209],71-75 Shelton Street London United Kingdom WC2H 9JQ,,,
ASTUTE MACHINERY CONSULTANTS (SERVICES) LTD,16975520,active,ltd,,,2026-01-20,,2026-01-20,[71122],3rd Floor 86-90 Paul Street London United Kingdom EC2A 4NE,astutemc.co.uk,,Confirmed
LUXE SLEEP LTD,16975475,active,ltd,,,2026-01-20,,2026-01-20,[47910],167-169 Great Portland Street London United Kingdom W1W 5PF,,,
ANGELO GLOBAL LTD,16975508,active,ltd,,,2026-01-20,,2026-01-20,[47910],71-75 Shelton Street London United Kingdom WC2H 9JQ,,,
GG-992-956 LIMITED,16975501,active,ltd,,,2026-01-20,,2026-01-20,[68209],1 Lyric Square London England W6 0NB,,,
BEEMA SONS LTD,16975731,active,ltd,,,2026-01-20,,2026-01-20,[47990],44 St. Stephen's Road London England E6 1AW,,,
RIGHTWAY ESTATES SUB LTD,16975734,active,ltd,,,2026-01-20,,2026-01-20,[68209],94 Stamford Hill London England N16 6XS,,,
HADDENHAM CONVENIENCE LTD,16975717,active,ltd,,,2026-01-20,,2026-01-20,"[47110, 47810]",44 Coniston Gardens London England NW9 0BB,,,
LG LEGAL LTD,16975727,active,ltd,,,2026-01-20,,2026-01-20,[70229],71-75 Shelton Street London United Kingdom WC2H 9JQ,,,
ERICLE LTD,16975728,active,ltd,,,2026-01-20,,2026-01-20,[47910],20 Wenlock Road London England N1 7GU,,,
HBIK LTD,16975935,active,ltd,,,2026-01-20,,2026-01-20,[68209],71-75 Shelton Street London United Kingdom WC2H 9JQ,,,
SIGNUM SERVICES LIMITED,16975940,active,ltd,,,2026-01-20,,2026-01-20,[74909],C/O Rayner Essex Llp Tavistock House South London United Kingdom WC1H 9LG,,,
60HQ PARTNERS SUB LTD,16975943,active,ltd,,,2026-01-20,,2026-01-20,[68209],137 Wargrave Avenue London England N15 6TX,,,
CORKSCREW FILMS LTD,16976233,active,ltd,,,2026-01-20,,2026-01-20,[59112],14d High View Road London United Kingdom SE19 3SS,,,
NEISSEPFLEGE LTD,16976244,active,ltd,,,2026-01-20,,2026-01-20,"[78109, 81100, 88100, 88990]",590 Kingston Road London England SW20 8DN,,,
FILSTUDIO LTD,16976231,active,ltd,,,2026-01-20,,2026-01-20,"[71121, 74100]",20 Wenlock Road London England N1 7GU,,,
KEYNOTION GROUP LTD,16976224,active,ltd,,,2026-01-20,,2026-01-20,[56210],71-75 Shelton Street London United Kingdom WC2H 9JQ,key-notion.com,,Confirmed
MARKTECHSOL LTD,16976217,active,ltd,,,2026-01-20,,2026-01-20,"[62012, 62020]",128 City Road London United Kingdom EC1V 2NX,marktechsol.com,,Likely
MAPLE LODGE LIMITED,16976431,active,ltd,,,2026-01-20,,2026-01-20,[87900],C/O Ashley Richmond Accountants Ltd 3rd Floor Argyle House Northwood Hills England HA6 1NW,,,
PUMPERNICKEL HOLDCO LTD,16976437,active,ltd,,,2026-01-20,,2026-01-20,[70229],Flat 140 4 Dukes Road London England E17 3SE,,,
QUALITY SITES LIMITED,16976427,active,ltd,,,2026-01-20,,2026-01-20,"[62020, 62090]",79 Frankland Road London England E4 8JY,,,
DEEVAS HOSPITALITY SOLUTIONS LTD,16976438,active,ltd,,,2026-01-20,,2026-01-20,[78200],20 Wenlock Road London England N1 7GU,,,
24/7 CITY PLUMBING LIMITED,16976595,active,ltd,,,2026-01-20,,2026-01-20,[43220],203 The Vale London England NW11 8TN,,,
VALE ONE PROPERTY LTD,16979371,active,ltd,,,2026-01-21,,2026-01-21,[68209],C/O Getground London England W6 0NB,,,
CATHALL PARK LTD,16979372,active,ltd,,,2026-01-21,,2026-01-21,[98000],20 Wenlock Road London England N1 7GU,,,
MELS BEAUTY LTD,16979539,active,ltd,,,2026-01-21,,2026-01-21,[96020],26 Woodmansterne Road London England SW16 5UX,,,
HIDAYAH HUB LTD,16979524,active,ltd,,,2026-01-21,,2026-01-21,"[85520, 90030]",Flat 11 Icarus House London England E3 4LZ,,,
SAIMA BAZ LTD,16979527,active,ltd,,,2026-01-21,,2026-01-21,[47910, 47990],16780 Office,182-184 High Street North London England E6 2JA,,,
VIET PHAM STUDIOS LTD,16979893,active,ltd,,,2026-01-21,,2026-01-21,[59112, 74202],185 Bethnal Green Road London England E2 6AB,,,
SAJJAD AZIZ ENTERPRISES LIMITED,16980429,active,ltd,,,2026-01-22,,2026-01-22,[47910],167-169 Great Portland Street London United Kingdom W1W 5PF,,,
RHINO WATERGAS LTD,16980428,active,ltd,,,2026-01-22,,2026-01-22,[43220],27 Old Gloucester Street London United Kingdom WC1N 3AX,,,
BLACK HOLE FREEHOLDS LIMITED,16980436,active,ltd,,,2026-01-22,,2026-01-22,[68209],1386 London Road Leigh On Sea England SS9 2UJ,,,
FRACTAL DYNAMICS LTD,16980435,active,ltd,,,2026-01-22,,2026-01-22,[46220, 46240, 46470, 46480],Unit 175 48 Waterside Heights London United Kingdom E16 2GP,,,
SCALATA TRAVEL LIMITED,16980437,active,ltd,,,2026-01-22,,2026-01-22,[79901, 79909],128 City Road London United Kingdom EC1V 2NX,,,
RADICAL ROOFING LTD,16980445,active,ltd,,,2026-01-22,,2026-01-22,[43999],3rd Floor, 86-90 Paul Street London United Kingdom EC2A 4NE,,,
TDC GLOBAL LTD,16980453,active,ltd,,,2026-01-22,,2026-01-22,[62020, 63110, 96090],71-75 Shelton Street London United Kingdom WC2H 9JQ,,,
RIVERGATE ONE LTD,16980430,active,ltd,,,2026-01-22,,2026-01-22,[68209],C/O Getground London England W6 0NB,,,
GLYTHERRA STUDIO LTD,16980639,active,ltd,,,2026-01-22,,2026-01-22,[59111, 59112, 59120, 59200],71-75 Shelton Street London United Kingdom WC2H 9JQ,,,
37 HR LIMITED,16980796,active,ltd,,,2026-01-22,,2026-01-22,[70229, 78300],71-75 Shelton Street London United Kingdom WC2H 9JQ,,,
BARRETTS BUSINESS GROUP LTD,16980807,active,ltd,,,2026-01-22,,2026-01-22,[82301],Barretts Business Group Ltd, 124-128 City Road London United Kingdom EC1V 2NX,,,
THE SUTTON VAN CENTRE LIMITED,16980808,active,ltd,,,2026-01-22,,2026-01-22,[45111],591 London Road Sutton England SM3 9AG,,,
FINANZAS COTIDIANAS LTD,16980791,active,ltd,,,2026-01-22,,2026-01-22,[85590],71-75 Shelton Street London United Kingdom WC2H 9JQ,,,
MIND AND HEART PSYCHOLOGY LTD,16980773,active,ltd,,,2026-01-22,,2026-01-22,[85590, 85600, 86900, 96090],128 City Road London United Kingdom EC1V 2NX,mindandheartpsychology.co.uk,,Likely
PAY AHEAD LTD,16981090,active,ltd,,,2026-01-22,,2026-01-22,[58290],Apartment 202 24 Wyvil Road London England SW8 2GA,,,
MADHAV TRADERS LIMITED,16981448,active,ltd,,,2026-01-22,,2026-01-22,[56103],875a Harrow Road Wembley England HA0 2RH,,,
PREMIER INTERNATIONAL LIMITED,16981482,active,ltd,,,2026-01-22,,2026-01-22,[96090],72 Halliwick Road London England N10 1AB,,,
RKK PRECISION LTD,16981486,active,ltd,,,2026-01-22,,2026-01-22,[25730],30 Hayles Street London England SE11 4SS,,,
HB2 VENTURES LTD,16981480,active,ltd,,,2026-01-22,,2026-01-22,[74909],71-75 Shelton Street London United Kingdom WC2H 9JQ,,,
SHESOUL GLOBAL LTD LTD,16981470,active,ltd,,,2026-01-22,,2026-01-22,[47610],Office 3334yl 182-184 High Street North London United Kingdom E6 2JA,shesoul.net,,Likely
DP MOTORS ST ALBANS LTD,16981475,active,ltd,,,2026-01-22,,2026-01-22,[45200],Wren House St Albans United Kingdom AL1 1NG,,,
AGENTAPEX AI LTD,16981907,active,ltd,,,2026-01-22,,2026-01-22,[62012],124 City Road London United Kingdom EC1V 2NX,,,
KBEAUTEA LTD,16982109,active,ltd,,,2026-01-22,,2026-01-22,[46370, 47290, 47910],71-75 Shelton Street London United Kingdom WC2H 9JQ,,,
AL BRONZE METAL ENGINEERING UK LTD,16982107,active,ltd,,,2026-01-22,,2026-01-22,[42990],Suite 200i Cumberland House London United Kingdom NW10 6RF,,,
BLUESKY PROFESSIONAL SERVICES LIMITED,16982272,active,ltd,,,2026-01-22,,2026-01-22,[69201],Flat 4 1 The Drive London England N3 1AD,,,
TECH RENOVATION LTD,16982633,active,ltd,,,2026-01-22,,2026-01-22,[62090],3rd Floor, 86-90 Paul Street London United Kingdom EC2A 4NE,,,
AVARIO CONCEPTS LTD,16982966,active,ltd,,,2026-01-23,,2026-01-23,[62012, 62020],105 London Road Benfleet England SS7 5TG,,,
ALASTRA SPORT LTD,16983227,active,ltd,,,2026-01-23,,2026-01-23,[96090],5 Brayford Square London England E1 0SG,,,
PARRY'S MANAGEMENT STOKE LTD,16983233,active,ltd,,,2026-01-23,,2026-01-23,[56101, 56302],3rd Floor, 86-90 Paul Street London England EC2A 4NE,,,
THIS IS COPY SHOP LIMITED,16983236,active,ltd,,,2026-01-23,,2026-01-23,[70210, 70229, 73110, 74300],Monomark House London England WC1N 3AX,,,
BIG BLACK SHAPE LTD,16983484,active,ltd,,,2026-01-23,,2026-01-23,[70210, 82990],128 City Road London United Kingdom EC1V 2NX,,,
EGT LOFTS LIMITED,16983642,active,ltd,,,2026-01-23,,2026-01-23,[41202],330a Cann Hall Road London United Kingdom E11 3NW,,,
DIMITAR HITROV & PROMINENCE JEWELLERY WORKSHOP LTD,16967728,active,ltd,,,2026-01-16,,2026-01-16,[32120, 95250],Suite 24, 5th Floor 63-66 Hatton Garden London England EC1N 8LE,,,
HAWKE SEARCH LTD,16983638,active,ltd,,,2026-01-23,,2026-01-23,[78109],128 City Road London United Kingdom EC1V 2NX,hawkesearch.com,,Confirmed
ROOMINOS HOLDING LTD,16983774,active,ltd,,,2026-01-23,,2026-01-23,[62012, 62020, 62090],167-169 Great Portland Street London England W1W 5PF,,,
NUVIO GLOBAL LTD,16983771,active,ltd,,,2026-01-23,,2026-01-23,[47910],27 Old Gloucester Street London United Kingdom WC1N 3AX,,,
NOBLEBRIDGE GROUP LTD,16983767,active,ltd,,,2026-01-23,,2026-01-23,[62020, 62090, 63120],20 Wenlock Road London England N1 7GU,,,
PREMIER NANNY SERVICES LTD,16983763,active,ltd,,,2026-01-23,,2026-01-23,[84120],21a Cornwall Crescent London United Kingdom W11 1PH,,,
CAPRA CYBER LTD,16983757,active,ltd,,,2026-01-23,,2026-01-23,[62020, 62090],124 City Road London England EC1V 2NX,,,
SURE TRUSTMASTER UK LTD,16983761,active,ltd,,,2026-01-23,,2026-01-23,[64306, 69203, 82990],20 Wenlock Road London England N1 7GU,,,
COLLAGE DEVELOPMENTS LTD,16983889,active,ltd,,,2026-01-23,,2026-01-23,[68100],3 Hillcrest Avenue London England NW11 0EP,,,
VLA HOMES LTD,16983893,active,ltd,,,2026-01-23,,2026-01-23,[68100, 68209],86-90 Paul Street London United Kingdom EC2A 4NE,,,
YOTEZIC LTD,16984081,active,ltd,,,2026-01-23,,2026-01-23,[62012],71-75 Shelton Street London United Kingdom WC2H 9JQ,,,
MODULARIS TRADE LIMITED,16984090,active,ltd,,,2026-01-23,,2026-01-23,[46180, 46230, 46342, 46360],Unit 183 48 Waterside Heights London United Kingdom E16 2GP,,,
ELEMENT - SCOUTING & MANAGEMENT LTD,16984086,active,ltd,,,2026-01-23,,2026-01-23,[93199],36 Heaton Road London United Kingdom SE15 3NL,,,
S.D INVESTMENTS PROPERTY LTD,16984084,active,ltd,,,2026-01-23,,2026-01-23,[68100, 68209, 68320],Apartment 32, 1 Lamb's Passage London England EC1Y 8AB,,,
BRIGHT BALLOON ADVISORS LIMITED,16984069,active,ltd,,,2026-01-23,,2026-01-23,[70229],128 City Road London United Kingdom EC1V 2NX,,,
WREN STORIES LTD,16984079,active,ltd,,,2026-01-23,,2026-01-23,[59111, 59112, 59113],128 City Road London United Kingdom EC1V 2NX,,,
GUILDSTONE PROPERTIES ALPHA LTD,16984075,active,ltd,,,2026-01-23,,2026-01-23,[68100],35 Ballards Lane London United Kingdom N3 1XW,,,
LONDONS COSMETICS LTD,16984095,active,ltd,,,2026-01-23,,2026-01-23,[96020],136 Emily Duncan Place London England E7 0BE,,,
CASA MANE LTD,16984233,active,ltd,,,2026-01-23,,2026-01-23,[55100, 68209, 68320],20 Wenlock Road London England N1 7GU,,,
CB ENGINEERING SOLUTIONS LTD,16984225,active,ltd,,,2026-01-23,,2026-01-23,[71129],121 Berkshire Gardens London United Kingdom N13 6AE,,,
ABBEY MINICAB SERVICES LTD,16984359,active,ltd,,,2026-01-23,,2026-01-23,[49390],229 King Street London United Kingdom W6 9JT,,,
KOR SERVICES LTD,16984579,active,ltd,,,2026-01-23,,2026-01-23,[70229],97 Bordars Road London England W7 1AL,,,
PJD STEWART TRADING LIMITED,16984719,active,ltd,,,2026-01-23,,2026-01-23,[47910],20 Isabella Close London England N14 5QQ,,,
CROONBOX PLATFORMS, INC LTD,16984786,active,ltd,,,2026-01-23,,2026-01-23,[78109, 78200, 78300, 82990],128 City Road London United Kingdom EC1V 2NX,,,
K&B FACADES LTD,16984801,active,ltd,,,2026-01-23,,2026-01-23,[41202],Unit 1 Forest House Business Centre London England E11 1HT,,,
PRISMPALETTE GRAPHICS LTD,16984583,active,ltd,,,2026-01-23,,2026-01-23,[99999],167-169 Great Portland Street London England W1W 5PF,,,
BRITTECHSYNC LTD,16984794,active,ltd,,,2026-01-23,,2026-01-23,[99999],167-169 Great Portland Street London England W1W 5PF,,,
WALKIES DOG FIELDS NEWBURY LIMITED,16985036,active,ltd,,,2026-01-24,,2026-01-24,[99999],7 Lord Roberts Mews London England SW6 2DW,,,
KAAFI VITALITY LTD,16985372,active,ltd,,,2026-01-24,,2026-01-24,[47910, 82990],7 Fernwood Crescent London England N20 0RP,,,
BTR78 LTD,16985364,active,ltd,,,2026-01-24,,2026-01-24,[62012],71-75 Shelton Street London England WC2H 9JQ,,,
BOLTONS TECH LTD,16985638,active,ltd,,,2026-01-25,,2026-01-25,[62012],71-75 Shelton Street London United Kingdom WC2H 9JQ,,,
FIBRE POINT LTD,16976675,active,ltd,,,2026-01-20,,2026-01-20,[42220],5 Brayford Square London England E1 0SG,,,
ELISABETH SHARP MCKETTA LTD,16985779,active,ltd,,,2026-01-25,,2026-01-25,[85590],167-169 Great Portland Street London England W1W 5PF,,,
VERTIFLIX UK LIMITED,16985775,active,ltd,,,2026-01-25,,2026-01-25,[59112, 59132, 63110, 63120],17 Spezia Road London United Kingdom NW10 4QJ,,,
YSENECES LTD,16972921,active,ltd,,,2026-01-19,,2026-01-19,[96090],128 City Road London United Kingdom EC1V 2NX,,,
SMART HAND GROUP LTD,16972936,active,ltd,,,2026-01-19,,2026-01-19,[43320, 43999, 47910],C/O Roseworth Limited London England N12 0NL,,,
ROSE IN BOX LTD,16979766,active,ltd,,,2026-01-21,,2026-01-21,[47760],82 Morieux Road London England E10 7LL,,,
SOFISTICAL LIMITED,16982110,active,ltd,,,2026-01-22,,2026-01-22,[96090],71-75 Shelton Street London United Kingdom WC2H 9JQ,,,
SOLID EDGE CONSTRUCTION LTD,16986171,active,ltd,,,2026-01-26,,2026-01-26,[41202],Apex House 2nd Floor London United Kingdom N12 0EH,,,
HUNTR LIMITED,16986155,active,ltd,,,2026-01-26,,2026-01-26,[62012],Flat 8 Dessaline Lodge London England N21 2BS,,,
MINDFULMIRTH SOLUTIONS LTD,16986167,active,ltd,,,2026-01-26,,2026-01-26,[99999],167-169 Great Portland Street London England W1W 5PF,,,
SERENITYVISTA WELLNESS LTD,16986157,active,ltd,,,2026-01-26,,2026-01-26,[99999],167-169 Great Portland Street London England W1W 5PF,,,
GIRLHUD LTD,16986296,active,ltd,,,2026-01-26,,2026-01-26,[14190],20 Wenlock Road London England N1 7GU,,,
SHAREKTE338 LTD,16986287,active,ltd,,,2026-01-26,,2026-01-26,[46900],275 New N Rd #3110 London United Kingdom N1 7AA,,,
SHAREKTE342 LTD,16986290,active,ltd,,,2026-01-26,,2026-01-26,[46900],275 New N Rd #3110 London United Kingdom N1 7AA,,,
LUPUMIHAI TRANSPORT LTD,16986587,active,ltd,,,2026-01-26,,2026-01-26,[49410],3rd Floor, 86-90 Paul Street London England EC2A 4NE,,,
H KITCHEN CUISINE LIMITED,16987035,active,ltd,,,2026-01-26,,2026-01-26,[56101, 56103, 56210],71-75 Shelton Street London United Kingdom WC2H 9JQ,,,
ENONE IT LTD,16987031,active,ltd,,,2026-01-26,,2026-01-26,[62020, 62030, 62090, 63120],71-75 Shelton Street London United Kingdom WC2H 9JQ,,,
TRADEON GROUP LTD,16987050,active,ltd,,,2026-01-26,,2026-01-26,[47910],71-75 Shelton Street London United Kingdom WC2H 9JQ,,,
GOLDSEAL OFFICE SERVICES LTD,16972822,active,ltd,,,2026-01-19,,2026-01-19,[82990],Argyle Court London England N7 7QR,,,
SOOT AND SWEEP LTD,16972882,active,ltd,,,2026-01-19,,2026-01-19,[81223],3rd Floor, 86-90 Paul Street London United Kingdom EC2A 4NE,,,
DONDO ENTERPRISE LTD,16972895,active,ltd,,,2026-01-19,,2026-01-19,[58290, 62012, 62020],71-75 Shelton Street London England WC2H 9JQ,,,
STERLING PLACE HOLDINGS 2 LTD,16973026,active,ltd,,,2026-01-19,,2026-01-19,[68100],C/O 32 Castlewood Road London England N16 6DW,,,
CRED APP LIMITED,16973033,active,ltd,,,2026-01-19,,2026-01-19,[74909, 96090],71-75 Shelton Street London United Kingdom WC2H 9JQ,,,
AXWELL ENGINEERING LTD,16973046,active,ltd,,,2026-01-19,,2026-01-19,[43210, 43220, 43290, 71129],71-75 Shelton Street London United Kingdom WC2H 9JQ,https://axwellengineering.co.uk/,,Confirmed
GOWLETT GROVE MANAGEMENT LIMITED,16973042,active,ltd,,,2026-01-19,,2026-01-19,[68320],Unit F11e Parkhall Business Centre London England SE21 8EN,,,
